,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,rating,G,Other,PG,PG-13,R,yr_old
3151,89.0,84.0,134.0,307.0,Thomas Lennon,655.0,20339754.0,Wendi McLendon-Covey,Reno 911!: Miami ,23928,2737,Carlos Alazraqui,2.0,73.0,English,USA,R,10000000.0,2007.0,651.0,5.9,441,R,0,0,0,0,1,9.0
3152,83.0,106.0,293.0,547.0,Zayn Malik,773.0,28873374.0,Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11.0,68.0,English,USA,PG,10000000.0,2013.0,734.0,4.1,0,PG,0,0,1,0,0,3.0
3153,83.0,89.0,23.0,503.0,Noureen DeWulf,839.0,15102127.0,Rob Riggle,"The Goods: Live Hard, Sell Hard ",17790,3973,Charles Napier,5.0,59.0,English,USA,R,36998505.3,2009.0,700.0,5.8,0,R,0,0,0,0,1,7.0
3154,33.0,76.0,14.0,636.0,Vincent Schiavelli,1000.0,13684949.0,Jennifer Jason Leigh,Hey Arnold! The Movie ,4564,3752,Paul Sorvino,0.0,43.0,English,USA,PG,3000000.0,2002.0,811.0,5.9,227,PG,0,0,1,0,0,14.0
3156,191.0,96.0,47.0,442.0,Philip Baker Hall,3000.0,12570442.0,Adam Scott,The Matador ,40514,4053,Hope Davis,0.0,234.0,English,USA,R,10000000.0,2005.0,497.0,6.8,808,R,0,0,0,0,1,11.0
3157,16.0,104.0,28.0,582.0,Nia Long,962.0,12514138.0,Leonard Roberts,Love Jones ,2801,3871,Larenz Tate,0.0,28.0,English,USA,R,10000000.0,1997.0,826.0,7.4,1000,R,0,0,0,0,1,19.0
3158,297.0,108.0,0.0,458.0,Allison Tolman,1000.0,43771291.0,Busy Philipps,The Gift ,79909,3215,Wendell Pierce,1.0,279.0,English,USA,R,5000000.0,2015.0,562.0,7.1,15000,R,0,0,0,0,1,1.0
3159,47.0,108.0,2.0,30.0,Chad Allen,772.0,11703287.0,Chase Ellison,End of the Spear ,4360,1058,Jack Guzman,3.0,148.0,English,USA,PG-13,10000000.0,2005.0,232.0,7.0,1000,PG-13,0,0,0,1,0,11.0
3160,63.0,87.0,13.0,869.0,Kirsten Dunst,15000.0,11560259.0,Mila Kunis,Get Over It ,15617,22485,Carmen Electra,1.0,180.0,English,USA,PG-13,22000000.0,2001.0,4000.0,5.8,0,PG-13,0,0,0,1,0,15.0
3161,144.0,89.0,406.0,759.0,Stephen Root,989.0,10824921.0,Gary Cole,Office Space ,200293,3462,Diedrich Bader,0.0,621.0,English,USA,R,10000000.0,1999.0,939.0,7.8,16000,R,0,0,0,0,1,17.0
3163,325.0,106.0,13000.0,309.0,Danny Huston,11000.0,14479776.0,Christoph Waltz,Big Eyes ,55539,12418,Jon Polito,3.0,147.0,English,USA,PG-13,10000000.0,2014.0,430.0,7.0,20000,PG-13,0,0,0,1,0,2.0
3164,100.0,100.0,532.0,711.0,Daniel Stern,4000.0,9801782.0,Jon Favreau,Very Bad Things ,39331,6046,Jeanne Tripplehorn,0.0,481.0,English,USA,R,10000000.0,1998.0,796.0,6.3,0,R,0,0,0,0,1,18.0
3165,52.0,89.0,18.0,2000.0,Alexa PenaVega,7000.0,8070311.0,Steve Carell,Sleepover ,12706,13626,Hunter Parrish,9.0,75.0,English,USA,PG,10000000.0,2004.0,2000.0,5.3,0,PG,0,0,1,0,0,12.0
3167,163.0,95.0,434.0,472.0,Will Forte,1000.0,8460995.0,Jasper Cole,MacGruber ,35888,2618,Powers Boothe,3.0,125.0,English,USA,R,10000000.0,2010.0,622.0,5.5,0,R,0,0,0,0,1,6.0
3169,180.0,94.0,0.0,3000.0,Kate Winslet,20000.0,8828771.0,Hugh Jackman,Movie 43 ,79146,41059,Seth MacFarlane,10.0,352.0,English,USA,R,6000000.0,2013.0,14000.0,4.3,25000,R,0,0,0,0,1,3.0
3170,321.0,103.0,207.0,3000.0,Angelina Jolie Pitt,40000.0,67631157.0,Johnny Depp,The Tourist ,176606,55175,Rufus Sewell,0.0,374.0,English,USA,PG-13,100000000.0,2010.0,11000.0,6.0,25000,PG-13,0,0,0,1,0,6.0
3171,100.0,95.0,4.0,655.0,William Morgan Sheppard,939.0,7563670.0,Stephen Root,Over Her Dead Body ,21268,3651,Wendi McLendon-Covey,0.0,53.0,English,USA,PG-13,10000000.0,2008.0,702.0,5.2,518,PG-13,0,0,0,1,0,8.0
3172,265.0,101.0,63.0,172.0,Mark Moses,7000.0,6619173.0,Steve Carell,Seeking a Friend for the End of the World ,87203,7747,Rob Huebel,2.0,221.0,English,USA,R,10000000.0,2012.0,353.0,6.7,25000,R,0,0,0,0,1,4.0
3173,212.0,87.0,44.0,727.0,Stephen Root,1000.0,6857503.0,Kurtwood Smith,Cedar Rapids ,32697,4769,Alia Shawkat,1.0,85.0,English,USA,R,36998505.3,2011.0,939.0,6.3,0,R,0,0,0,0,1,5.0
3175,162.0,101.0,194.0,602.0,Beverly D'Angelo,1000.0,6712241.0,Ethan Suplee,American History X ,782437,3858,Stacy Keach,2.0,1420.0,English,USA,R,7500000.0,1998.0,816.0,8.6,35000,R,0,0,0,0,1,18.0
3176,147.0,82.0,87.0,444.0,Johanna Braddy,1000.0,6842058.0,Daniel Sharman,The Collection ,36029,3818,Lee Tergesen,0.0,99.0,English,USA,R,10000000.0,2012.0,581.0,6.1,14000,R,0,0,0,0,1,4.0
3177,33.0,74.0,0.0,719.0,Kelsey Grammer,886.0,6491350.0,Nathan Lane,Teacher's Pet ,1231,5139,Jerry Stiller,0.0,26.0,English,USA,PG,10000000.0,2004.0,808.0,5.8,49,PG,0,0,1,0,0,12.0
3180,38.0,96.0,9.0,934.0,James Franco,12000.0,6044618.0,Norman Reedus,Deuces Wild ,6200,26961,Frankie Muniz,1.0,92.0,English,USA,R,10000000.0,2002.0,11000.0,5.6,398,R,0,0,0,0,1,14.0
3181,126.0,89.0,0.0,322.0,Philip Baker Hall,628.0,7764027.0,Beth Grant,Bad Words ,38459,2061,Patricia Belcher,0.0,119.0,English,USA,R,10000000.0,2013.0,497.0,6.7,0,R,0,0,0,0,1,3.0
3184,91.0,121.0,57.0,664.0,Gillian Jacobs,1000.0,21569041.0,Jennifer Ehle,Black or White ,8058,3745,Jillian Estell,2.0,57.0,English,USA,PG-13,9000000.0,2014.0,837.0,6.6,0,PG-13,0,0,0,1,0,2.0
3185,46.0,85.0,49.0,401.0,Tamala Jones,719.0,4356743.0,Jerry Stiller,On the Line ,3662,2446,Dave Foley,2.0,79.0,English,USA,PG,16000000.0,2001.0,405.0,4.1,0,PG,0,0,1,0,0,15.0
3186,198.0,120.0,0.0,294.0,Toby Huss,23000.0,5484375.0,Christian Bale,Rescue Dawn ,84641,24270,François Chau,0.0,205.0,English,USA,PG-13,10000000.0,2006.0,342.0,7.3,0,PG-13,0,0,0,1,0,10.0
3187,139.0,106.0,102.0,970.0,Jennifer Garner,14000.0,5348317.0,Al Pacino,Danny Collins ,20810,18712,Melissa Benoist,0.0,100.0,English,USA,R,10000000.0,2015.0,3000.0,7.1,0,R,0,0,0,0,1,1.0
3188,182.0,83.0,157.0,581.0,Evan Ross,2000.0,4244155.0,Judy Greer,"Jeff, Who Lives at Home ",56005,3374,Rae Dawn Chong,5.0,112.0,English,USA,R,10000000.0,2011.0,616.0,6.5,0,R,0,0,0,0,1,5.0
3190,23.0,111.0,60.0,699.0,Diedrich Bader,823.0,3333823.0,Robert Picardo,Atlas Shrugged II: The Strike ,5612,5262,Esai Morales,0.0,122.0,English,USA,PG-13,10000000.0,2012.0,759.0,5.5,0,PG-13,0,0,0,1,0,4.0
3192,111.0,89.0,0.0,132.0,Lesley Ann Warren,402.0,3193102.0,Peter Fonda,The Limey ,24412,1335,William Lucking,0.0,240.0,English,USA,R,9000000.0,1999.0,296.0,7.1,944,R,0,0,0,0,1,17.0
3197,49.0,97.0,105.0,269.0,Kevin Nealon,982.0,2331318.0,Don Johnson,Bucky Larson: Born to Be a Star ,9541,2603,Nicholas Turturro,1.0,64.0,English,USA,R,10000000.0,2011.0,503.0,3.3,0,R,0,0,0,0,1,5.0
3198,57.0,135.0,0.0,851.0,Michael Rapaport,1000.0,2185266.0,Gillian White,Bamboozled ,8720,4266,Jada Pinkett Smith,0.0,186.0,English,USA,R,10000000.0,2000.0,975.0,6.5,1000,R,0,0,0,0,1,16.0
3199,185.0,93.0,4.0,4.0,Stephanie Vogt,533.0,26583369.0,Eoin Macken,The Forest ,20837,578,Gen Seto,1.0,127.0,English,USA,PG-13,10000000.0,2016.0,35.0,4.8,10000,PG-13,0,0,0,1,0,0.0
3201,270.0,97.0,387.0,64.0,Maria Dizzia,6000.0,7574066.0,Naomi Watts,While We're Young ,30325,6322,Dree Hemingway,2.0,96.0,English,USA,R,10000000.0,2014.0,139.0,6.3,0,R,0,0,0,0,1,2.0
3202,94.0,98.0,129.0,221.0,Eddie 'Piolin' Sotelo,749.0,1754319.0,Demián Bichir,A Better Life ,13174,2214,Robert Peters,0.0,81.0,English,USA,PG-13,10000000.0,2011.0,252.0,7.2,0,PG-13,0,0,0,1,0,5.0
3204,49.0,101.0,3.0,826.0,Oliver Platt,14000.0,1631839.0,Liam Neeson,Gun Shy ,5936,17665,Mitch Pileggi,0.0,91.0,English,USA,R,10000000.0,2000.0,1000.0,5.7,242,R,0,0,0,0,1,16.0
3206,221.0,106.0,34.0,683.0,James Franco,11000.0,1939441.0,Chris Evans,The Iceman ,55567,23187,Robert Davi,1.0,144.0,English,USA,R,10000000.0,2012.0,11000.0,6.9,20000,R,0,0,0,0,1,4.0
3210,376.0,98.0,607.0,251.0,Scott A. Martin,11000.0,1987762.0,Matthew McConaughey,Killer Joe ,59297,11853,Carol Sutton,0.0,216.0,English,USA,R,11000000.0,2011.0,414.0,6.7,12000,R,0,0,0,0,1,5.0
3221,129.0,103.0,593.0,241.0,Claire Foy,374.0,3093491.0,Numan Acar,Rosewater ,8307,1283,Haluk Bilginer,0.0,37.0,English,USA,R,5000000.0,2014.0,362.0,6.6,5000,R,0,0,0,0,1,2.0
3258,248.0,107.0,99.0,452.0,Martin Starr,17000.0,16025394.0,Kristen Stewart,Adventureland ,131180,18983,Wendie Malick,6.0,220.0,English,USA,R,36998505.3,2009.0,985.0,6.8,0,R,0,0,0,0,1,7.0
3259,52.0,144.0,0.0,195.0,Victor Rivers,786.0,2483955.0,Danny Pino,The Lost City ,8369,1674,Enrique Murciano,0.0,165.0,English,USA,R,9600000.0,2005.0,228.0,6.7,957,R,0,0,0,0,1,11.0
3260,55.0,98.0,41.0,525.0,Mike Epps,723.0,57176582.0,John Witherspoon,Next Friday ,27492,3939,Rolando Molina,1.0,84.0,English,USA,R,9500000.0,2000.0,706.0,6.1,0,R,0,0,0,0,1,16.0
3279,259.0,106.0,50.0,741.0,Scout Taylor-Compton,17000.0,3571735.0,Kristen Stewart,The Runaways ,39260,21711,Johnny Lewis,2.0,129.0,English,USA,R,10000000.0,2010.0,908.0,6.6,0,R,0,0,0,0,1,6.0
3285,32.0,120.0,92.0,862.0,Sanaa Lathan,1000.0,34074895.0,Harold Perrineau,The Best Man ,6525,5420,Jarrod Bunch,6.0,79.0,English,USA,R,9000000.0,1999.0,886.0,6.7,0,R,0,0,0,0,1,17.0
3287,263.0,123.0,909.0,184.0,Tucker Albrizzi,909.0,24530513.0,Michael Moore,Sicko ,66610,1633,Bill Clinton,1.0,429.0,English,USA,PG-13,9000000.0,2007.0,203.0,8.0,0,PG-13,0,0,0,1,0,9.0
3288,285.0,103.0,65.0,908.0,Zach Gilford,2000.0,71519230.0,Noel Gugliemi,The Purge: Anarchy ,92364,6807,Roberta Valderrama,0.0,244.0,English,USA,R,9000000.0,2014.0,971.0,6.5,15000,R,0,0,0,0,1,2.0
3289,64.0,91.0,0.0,407.0,Lauren German,3000.0,20035310.0,Rosario Dawson,Down to You ,12324,4409,Shawn Hatosy,1.0,173.0,English,USA,PG-13,9000000.0,2000.0,683.0,4.9,580,PG-13,0,0,0,1,0,16.0
3290,150.0,88.0,8.0,587.0,Fred Willard,982.0,18225165.0,Ethan Embry,Harold & Kumar Go to White Castle ,155262,3114,Paula Garcés,2.0,316.0,English,USA,R,9000000.0,2004.0,729.0,7.1,0,R,0,0,0,0,1,12.0
3291,136.0,126.0,37.0,883.0,Gary Oldman,12000.0,17804273.0,Jeff Bridges,The Contender ,20449,25660,William Petersen,0.0,370.0,English,USA,R,20000000.0,2000.0,10000.0,7.0,1000,R,0,0,0,0,1,16.0
3292,132.0,120.0,46.0,701.0,Nia Long,14000.0,16938179.0,Vin Diesel,Boiler Room ,41313,17336,Herbert Russell,3.0,246.0,English,USA,R,8000000.0,2000.0,826.0,7.0,0,R,0,0,0,0,1,16.0
3294,186.0,94.0,17.0,179.0,Crystal Lowe,607.0,16235293.0,Oliver Hudson,Black Christmas ,19918,1611,Andrea Martin,0.0,278.0,English,USA,R,9000000.0,2006.0,318.0,4.5,0,R,0,0,0,0,1,10.0
3295,39.0,85.0,2.0,127.0,Tate Taylor,911.0,11827301.0,Jennifer Esposito,Breakin' All the Rules ,4247,1345,Patrick Cranshaw,1.0,26.0,English,USA,PG-13,55784951.6,2004.0,150.0,5.5,266,PG-13,0,0,0,1,0,12.0
3297,201.0,114.0,84.0,338.0,David Zayas,22000.0,6610326.0,Philip Seymour Hoffman,The Savages ,32188,23770,Gbenga Akinnagbe,0.0,127.0,English,USA,R,36998505.3,2007.0,929.0,7.2,0,R,0,0,0,0,1,9.0
3298,32.0,76.0,17.0,571.0,Freddy Rodríguez,591.0,6126237.0,Carlos Ponce,Chasing Papi ,3419,2851,Maria Conchita Alonso,3.0,41.0,English,USA,PG,53575683.2,2003.0,579.0,4.8,419,PG,0,0,1,0,0,13.0
3299,117.0,119.0,188.0,35.0,Nicky Katt,187.0,6047856.0,Kristin Lehman,The Way of the Gun ,27536,358,Dylan Kussman,4.0,327.0,English,USA,R,8500000.0,2000.0,127.0,6.7,1000,R,0,0,0,0,1,16.0
3300,136.0,99.0,23.0,471.0,Rory Culkin,1000.0,4681503.0,Kieran Culkin,Igby Goes Down ,29058,2478,Bill Irwin,1.0,238.0,English,USA,R,9000000.0,2002.0,710.0,7.0,838,R,0,0,0,0,1,14.0
3302,46.0,114.0,6.0,633.0,Drew Fuller,970.0,3420871.0,Bill Cobbs,The Ultimate Gift ,14100,3824,Mircea Monroe,2.0,81.0,English,USA,PG,53575683.2,2006.0,906.0,7.4,0,PG,0,0,1,0,0,10.0
3305,65.0,95.0,49.0,261.0,John Doman,702.0,2955039.0,Emma Bell,Gracie ,3624,2007,Carly Schroeder,1.0,27.0,English,USA,PG-13,9000000.0,2007.0,616.0,6.2,313,PG-13,0,0,0,1,0,9.0
3306,100.0,103.0,38.0,316.0,Garry Shandling,745.0,1530535.0,Billy Crudup,Trust the Man ,7833,1721,Dagmara Dominczyk,3.0,63.0,English,USA,R,9000000.0,2005.0,591.0,5.7,215,R,0,0,0,0,1,11.0
3307,129.0,92.0,26.0,611.0,Amy Poehler,1000.0,4881867.0,Steve Coogan,Hamlet 2 ,15200,3767,David Arquette,1.0,76.0,English,USA,R,9000000.0,2008.0,1000.0,6.4,1000,R,0,0,0,0,1,8.0
3310,67.0,84.0,64.0,748.0,Heather Morris,2000.0,11860839.0,Lea Michele,Glee: The 3D Concert Movie ,5156,4617,Kevin McHale,0.0,21.0,English,USA,PG,9000000.0,2011.0,892.0,5.4,0,PG,0,0,1,0,0,5.0
3328,133.0,84.0,8.0,896.0,Fisher Stevens,4000.0,14373825.0,Hayden Christensen,Awake ,63216,6954,Denis O'Hare,0.0,196.0,English,USA,R,8600000.0,2007.0,922.0,6.5,0,R,0,0,0,0,1,9.0
3332,273.0,112.0,108.0,175.0,Beth Grant,12000.0,39462438.0,Jeff Bridges,Crazy Heart ,67760,13172,Debrianna Mansini,0.0,226.0,English,USA,R,7000000.0,2009.0,628.0,7.3,0,R,0,0,0,0,1,7.0
3334,52.0,96.0,68.0,1000.0,Christina Milian,3000.0,21564616.0,Djimon Hounsou,Baggage Claim ,7098,8097,Boris Kodjoe,9.0,41.0,English,USA,PG-13,8500000.0,2013.0,1000.0,5.0,0,PG-13,0,0,0,1,0,3.0
3337,175.0,103.0,729.0,133.0,Chris Klein,2000.0,14879556.0,Matthew Broderick,Election ,73640,3516,Molly Hagan,0.0,441.0,English,USA,R,8000000.0,1999.0,841.0,7.3,0,R,0,0,0,0,1,17.0
3338,167.0,122.0,300.0,341.0,Brooke Smith,579.0,13569248.0,Jacinda Barrett,The Namesake ,16530,1637,Tabu,1.0,117.0,English,USA,PG-13,55784951.6,2006.0,405.0,7.6,0,PG-13,0,0,0,1,0,10.0
3339,132.0,101.0,17.0,429.0,Romany Malco,35000.0,34017854.0,Bella Thorne,The DUFF ,51326,36892,Skyler Samuels,4.0,116.0,English,USA,PG-13,8500000.0,2015.0,966.0,6.5,8000,PG-13,0,0,0,1,0,1.0
3340,66.0,104.0,170.0,202.0,Max Beesley,736.0,4273372.0,Mariah Carey,Glitter ,19412,1854,Valarie Pettiford,1.0,308.0,English,USA,PG-13,22000000.0,2001.0,218.0,2.1,0,PG-13,0,0,0,1,0,15.0
3346,346.0,106.0,78.0,,,0.0,6262942.0,Robert Redford,All Is Lost ,59545,0,,0.0,312.0,English,USA,PG-13,9000000.0,2013.0,,6.9,18000,PG-13,0,0,0,1,0,3.0
3347,46.0,126.0,407.0,39.0,Casey Siemaszko,638.0,1997807.0,Mary Elizabeth Mastrantonio,Limbo ,5158,823,Vanessa Martinez,0.0,140.0,English,USA,R,8000000.0,1999.0,107.0,7.1,196,R,0,0,0,0,1,17.0
3357,534.0,117.0,66.0,85.0,Michael Papajohn,15000.0,32279955.0,Jake Gyllenhaal,Nightcrawler ,293304,15554,James Huang,1.0,552.0,English,USA,R,8500000.0,2014.0,241.0,7.9,65000,R,0,0,0,0,1,2.0
3358,66.0,119.0,422.0,422.0,Lindsay Price,861.0,4992159.0,Brittany Daniel,Club Dread ,23823,3306,Jay Chandrasekhar,2.0,201.0,English,USA,R,8550000.0,2004.0,499.0,5.6,713,R,0,0,0,0,1,12.0
3361,270.0,101.0,36.0,27.0,Steven Christopher Parker,7000.0,59889948.0,Steve Carell,Little Miss Sunshine ,355810,7227,Jill Talley,1.0,889.0,English,USA,R,8000000.0,2006.0,150.0,7.9,15000,R,0,0,0,0,1,10.0
3364,58.0,95.0,548.0,360.0,Marques Houston,389.0,40066497.0,Jennifer Freeman,You Got Served ,23671,1792,Steve Harvey,0.0,247.0,English,USA,PG-13,8000000.0,2004.0,363.0,3.5,0,PG-13,0,0,0,1,0,12.0
3366,37.0,109.0,44.0,458.0,Sanaa Lathan,1000.0,27362712.0,Boris Kodjoe,Brown Sugar ,5971,3199,Wendell Pierce,1.0,60.0,English,USA,PG-13,8000000.0,2002.0,886.0,6.5,0,PG-13,0,0,0,1,0,14.0
3368,327.0,100.0,129.0,3000.0,Anna Kendrick,23000.0,34963967.0,Joseph Gordon-Levitt,50/50 ,270441,39807,Bryce Dallas Howard,2.0,378.0,English,USA,R,8000000.0,2011.0,10000.0,7.7,40000,R,0,0,0,0,1,5.0
3369,135.0,90.0,5.0,297.0,David Denman,449.0,25926543.0,James Kyson,Shutter ,26609,1534,Daisy Betts,1.0,148.0,English,USA,PG-13,8000000.0,2008.0,332.0,5.2,0,PG-13,0,0,0,1,0,8.0
3371,164.0,94.0,19.0,117.0,Lola Glaudini,363.0,26049082.0,Mackenzie Davis,That Awkward Moment ,76791,1024,Josh Pais,3.0,100.0,English,USA,R,8000000.0,2014.0,342.0,6.1,0,R,0,0,0,0,1,2.0
3378,59.0,91.0,13.0,292.0,Mark Webber,452.0,17843379.0,Stephen Collins,Drive Me Crazy ,14904,1760,Keri Lynn Pratt,2.0,147.0,English,USA,PG-13,8000000.0,1999.0,442.0,5.7,0,PG-13,0,0,0,1,0,17.0
3379,95.0,112.0,3.0,268.0,Sean Michael Afable,876.0,18811135.0,Curtis Armstrong,Akeelah and the Bee ,15337,2832,Tzi Ma,0.0,172.0,English,USA,PG,53575683.2,2006.0,801.0,7.5,0,PG,0,0,1,0,0,10.0
3380,40.0,82.0,33.0,475.0,Harland Williams,744.0,17278980.0,Dave Chappelle,Half Baked ,48225,2400,Clarence Williams III,0.0,164.0,English,USA,R,8000000.0,1998.0,503.0,6.7,0,R,0,0,0,0,1,18.0
3381,121.0,97.0,3.0,631.0,Frances Conroy,24000.0,16699684.0,J.K. Simmons,New in Town ,17461,25792,Harry Connick Jr.,1.0,78.0,English,USA,PG,8000000.0,2009.0,827.0,5.6,0,PG,0,0,1,0,0,7.0
3382,358.0,128.0,79.0,414.0,Amr Waked,13000.0,50815288.0,Matt Damon,Syriana ,109191,14747,Kayvan Novak,0.0,625.0,English,USA,R,50000000.0,2005.0,903.0,7.0,0,R,0,0,0,0,1,11.0
3383,288.0,102.0,126.0,517.0,Justin Theroux,23000.0,15047419.0,Christian Bale,American Psycho ,357275,25462,Samantha Mathis,1.0,1061.0,English,USA,R,7000000.0,2000.0,1000.0,7.6,18000,R,0,0,0,0,1,16.0
3384,107.0,93.0,44.0,596.0,Zooey Deschanel,15000.0,14015786.0,Jake Gyllenhaal,The Good Girl ,37952,27646,Tim Blake Nelson,3.0,298.0,English,USA,R,5000000.0,2002.0,11000.0,6.5,938,R,0,0,0,0,1,14.0
3386,91.0,138.0,78.0,968.0,Julie Benz,12000.0,10269307.0,Norman Reedus,The Boondock Saints II: All Saints Day ,53251,17524,Clifton Collins Jr.,0.0,188.0,English,USA,R,8000000.0,2009.0,3000.0,6.3,0,R,0,0,0,0,1,7.0
3388,231.0,93.0,132.0,216.0,Ben Falcone,434.0,17536788.0,Christopher Nicholas Smith,Enough Said ,49240,1183,Michaela Watkins,2.0,142.0,English,USA,PG-13,8000000.0,2013.0,265.0,7.1,12000,PG-13,0,0,0,1,0,3.0
3389,262.0,92.0,87.0,424.0,Dan Byrd,15000.0,58401464.0,Emma Stone,Easy A ,276746,16982,Fred Armisen,1.0,264.0,English,USA,PG-13,8000000.0,2010.0,1000.0,7.1,19000,PG-13,0,0,0,1,0,6.0
3392,83.0,104.0,18.0,741.0,Thomas McDonell,1000.0,10106233.0,Cameron Monaghan,Prom ,12702,5190,Aimee Teegarden,0.0,32.0,English,USA,PG,8000000.0,2011.0,962.0,5.4,0,PG,0,0,1,0,0,5.0
3394,11.0,89.0,15.0,660.0,Nia Long,883.0,4692814.0,Barry Corbin,Held Up ,2870,3291,Jake Busey,2.0,34.0,English,USA,PG-13,8000000.0,1999.0,826.0,5.1,77,PG-13,0,0,0,1,0,17.0
3395,72.0,92.0,26.0,417.0,John de Lancie,1000.0,5018450.0,Harold Perrineau,Woman on Top ,8546,2687,Mark Feuerstein,0.0,86.0,English,USA,R,8000000.0,2000.0,905.0,5.3,859,R,0,0,0,0,1,16.0
3398,328.0,90.0,26.0,0.0,Tom Noonan,1000.0,3442820.0,Jennifer Jason Leigh,Anomalisa ,31489,1442,David Thewlis,0.0,140.0,English,USA,R,8000000.0,2015.0,442.0,7.3,0,R,0,0,0,0,1,1.0
3403,163.0,101.0,16.0,472.0,Jeremy Davies,943.0,6350058.0,Zoë Kravitz,It's Kind of a Funny Story ,106098,2786,Jim Gaffigan,3.0,150.0,English,USA,PG-13,8000000.0,2010.0,769.0,7.2,20000,PG-13,0,0,0,1,0,6.0
3409,283.0,104.0,109.0,7.0,Karen Pittman,480.0,16168741.0,James Corden,Begin Again ,99430,517,Mary Catherine Garrison,1.0,182.0,English,USA,R,8000000.0,2013.0,12.0,7.4,43000,R,0,0,0,0,1,3.0
3435,34.0,115.0,88.0,890.0,Mekhi Phifer,1000.0,43490057.0,Vanessa Williams,Soul Food ,5275,4737,Vivica A. Fox,6.0,30.0,English,USA,R,7500000.0,1997.0,1000.0,6.9,508,R,0,0,0,0,1,19.0
3438,239.0,92.0,655.0,88.0,Cameron Bright,24000.0,24792061.0,J.K. Simmons,Thank You for Smoking ,191998,25092,Todd Louiso,0.0,323.0,English,USA,R,6500000.0,2005.0,829.0,7.6,0,R,0,0,0,0,1,11.0
3439,252.0,94.0,0.0,658.0,Lauren German,1000.0,17544812.0,Jay Hernandez,Hostel: Part II ,69989,4707,Stanislav Ianevski,0.0,384.0,English,USA,R,10000000.0,2007.0,683.0,5.4,0,R,0,0,0,0,1,9.0
3441,124.0,106.0,14.0,161.0,Bridgette Wilson-Sampras,827.0,10281585.0,Frances Conroy,Shopgirl ,21225,1871,Clyde Kusatsu,3.0,268.0,English,USA,R,36998505.3,2005.0,545.0,6.4,1000,R,0,0,0,0,1,11.0
3443,127.0,105.0,248.0,147.0,Chi McBride,673.0,10460089.0,Jason Patric,Narc ,34098,1442,Alan Van Sprang,1.0,214.0,English,USA,R,7500000.0,2002.0,466.0,7.2,1000,R,0,0,0,0,1,14.0
3445,35.0,97.0,18.0,742.0,Jenny McCarthy,834.0,4131640.0,Ivana Milicevic,Witless Protection ,5463,4091,Richard Bull,2.0,20.0,English,USA,PG-13,7500000.0,2008.0,749.0,3.1,140,PG-13,0,0,0,1,0,8.0
3446,6.0,118.0,0.0,249.0,Brenda Strong,373.0,3347439.0,Eric Johnson,The Work and the Glory ,833,1233,Tiffany Dupont,1.0,33.0,English,USA,PG,7500000.0,2004.0,266.0,6.9,31,PG,0,0,1,0,0,12.0
3447,192.0,92.0,406.0,968.0,Mila Kunis,24000.0,10814185.0,J.K. Simmons,Extract ,37530,41867,Clifton Collins Jr.,6.0,106.0,English,USA,R,8000000.0,2009.0,15000.0,6.2,0,R,0,0,0,0,1,7.0
3461,392.0,156.0,0.0,4000.0,James Franco,24000.0,336530303.0,J.K. Simmons,Spider-Man 3 ,383071,46055,Kirsten Dunst,0.0,1902.0,English,USA,PG-13,258000000.0,2007.0,11000.0,6.2,0,PG-13,0,0,0,1,0,9.0
3462,39.0,100.0,0.0,440.0,William Hootkins,488.0,12610552.0,George Coe,The Omega Code ,4682,2428,Ayla Kell,0.0,206.0,English,USA,PG-13,7500000.0,1999.0,488.0,3.5,129,PG-13,0,0,0,1,0,17.0
3463,387.0,96.0,655.0,973.0,Jennifer Garner,24000.0,143492840.0,J.K. Simmons,Juno ,414335,28817,Rainn Wilson,0.0,881.0,English,USA,PG-13,7500000.0,2007.0,3000.0,7.5,10000,PG-13,0,0,0,1,0,9.0
3468,331.0,95.0,464.0,11000.0,Chloë Grace Moretz,23000.0,32391374.0,Joseph Gordon-Levitt,500 Days of Summer ,376600,54075,Zooey Deschanel,43.0,494.0,English,USA,PG-13,7500000.0,2009.0,17000.0,7.7,40000,PG-13,0,0,0,1,0,7.0
3470,324.0,110.0,0.0,11000.0,Alex Pettyfer,17000.0,113709992.0,Channing Tatum,Magic Mike ,108843,46646,Matthew McConaughey,1.0,281.0,English,USA,R,7000000.0,2012.0,15000.0,6.1,54000,R,0,0,0,0,1,4.0
3471,140.0,96.0,474.0,82.0,Emma Caulfield,1000.0,32131483.0,Sullivan Stapleton,Darkness Falls ,25870,2212,Angus Sampson,0.0,369.0,English,USA,PG-13,11000000.0,2003.0,970.0,4.9,2000,PG-13,0,0,0,1,0,13.0
3473,79.0,95.0,13.0,430.0,Frankie Muniz,1000.0,34099640.0,Clint Howard,My Dog Skip ,16651,2515,Cody Linley,0.0,149.0,English,USA,PG,5000000.0,2000.0,934.0,7.0,0,PG,0,0,1,0,0,16.0
